sentence_id	category	sentence	sentiment	ner_tags
TVU#6:0	drinks style_options	AMAZING MY FAVORITE ! ! !	N/A	O O O O O O
TVU#6:0	drinks prices	AMAZING MY FAVORITE ! ! !	N/A	O O O O O O
TVU#6:0	restaurant prices	AMAZING MY FAVORITE ! ! !	N/A	O O O O O O
TVU#6:0	restaurant miscellaneous	AMAZING MY FAVORITE ! ! !	N/A	O O O O O O
TVU#6:0	ambience general	AMAZING MY FAVORITE ! ! !	N/A	O O O O O O
TVU#6:0	food prices	AMAZING MY FAVORITE ! ! !	N/A	O O O O O O
TVU#6:0	location general	AMAZING MY FAVORITE ! ! !	N/A	O O O O O O
TVU#6:0	drinks quality	AMAZING MY FAVORITE ! ! !	N/A	O O O O O O
TVU#6:2	restaurant general	I came across Village Underground by accident , now I go there all the time .	positive	O O O T T O O O O O O O O O O O
TVU#6:2	service general	I came across Village Underground by accident , now I go there all the time .	N/A	O O O O O O O O O O O O O O O O
TVU#6:2	food quality	I came across Village Underground by accident , now I go there all the time .	N/A	O O O O O O O O O O O O O O O O
TVU#6:2	food style_options	I came across Village Underground by accident , now I go there all the time .	N/A	O O O O O O O O O O O O O O O O
TVU#6:2	drinks style_options	I came across Village Underground by accident , now I go there all the time .	N/A	O O O O O O O O O O O O O O O O
TVU#6:2	drinks prices	I came across Village Underground by accident , now I go there all the time .	N/A	O O O O O O O O O O O O O O O O
TVU#6:2	restaurant prices	I came across Village Underground by accident , now I go there all the time .	N/A	O O O O O O O O O O O O O O O O
TVU#6:2	restaurant miscellaneous	I came across Village Underground by accident , now I go there all the time .	N/A	O O O O O O O O O O O O O O O O
TVU#6:2	ambience general	I came across Village Underground by accident , now I go there all the time .	N/A	O O O O O O O O O O O O O O O O
TVU#6:2	food prices	I came across Village Underground by accident , now I go there all the time .	N/A	O O O O O O O O O O O O O O O O
TVU#6:2	location general	I came across Village Underground by accident , now I go there all the time .	N/A	O O O O O O O O O O O O O O O O
TVU#6:2	drinks quality	I came across Village Underground by accident , now I go there all the time .	N/A	O O O O O O O O O O O O O O O O
TVU#6:3	restaurant general	The martinis are amazing and very fairly priced .	N/A	O O O O O O O O O
TVU#6:3	service general	The martinis are amazing and very fairly priced .	N/A	O O O O O O O O O
TVU#6:3	food quality	The martinis are amazing and very fairly priced .	N/A	O O O O O O O O O
TVU#6:3	food style_options	The martinis are amazing and very fairly priced .	N/A	O O O O O O O O O
TVU#6:3	drinks style_options	The martinis are amazing and very fairly priced .	N/A	O O O O O O O O O
TVU#6:3	drinks prices	The martinis are amazing and very fairly priced .	positive	O T O O O O O O O
TVU#6:3	restaurant prices	The martinis are amazing and very fairly priced .	N/A	O O O O O O O O O
TVU#6:3	restaurant miscellaneous	The martinis are amazing and very fairly priced .	N/A	O O O O O O O O O
TVU#6:3	ambience general	The martinis are amazing and very fairly priced .	N/A	O O O O O O O O O
TVU#6:3	food prices	The martinis are amazing and very fairly priced .	N/A	O O O O O O O O O
TVU#6:3	location general	The martinis are amazing and very fairly priced .	N/A	O O O O O O O O O
TVU#6:3	drinks quality	The martinis are amazing and very fairly priced .	positive	O T O O O O O O O
TVU#6:4	restaurant general	THE SERVICE IS AMAZING , i ' ve had different waiters and they were all nice , which is a rare thing in NYC .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:4	service general	THE SERVICE IS AMAZING , i ' ve had different waiters and they were all nice , which is a rare thing in NYC .	positive	O T O O O O O O O O T O O O O O O O O O O O O O O
TVU#6:4	food quality	THE SERVICE IS AMAZING , i ' ve had different waiters and they were all nice , which is a rare thing in NYC .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:4	food style_options	THE SERVICE IS AMAZING , i ' ve had different waiters and they were all nice , which is a rare thing in NYC .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:4	drinks style_options	THE SERVICE IS AMAZING , i ' ve had different waiters and they were all nice , which is a rare thing in NYC .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:4	drinks prices	THE SERVICE IS AMAZING , i ' ve had different waiters and they were all nice , which is a rare thing in NYC .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:4	restaurant prices	THE SERVICE IS AMAZING , i ' ve had different waiters and they were all nice , which is a rare thing in NYC .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:4	restaurant miscellaneous	THE SERVICE IS AMAZING , i ' ve had different waiters and they were all nice , which is a rare thing in NYC .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:4	ambience general	THE SERVICE IS AMAZING , i ' ve had different waiters and they were all nice , which is a rare thing in NYC .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:4	food prices	THE SERVICE IS AMAZING , i ' ve had different waiters and they were all nice , which is a rare thing in NYC .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:4	location general	THE SERVICE IS AMAZING , i ' ve had different waiters and they were all nice , which is a rare thing in NYC .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:4	drinks quality	THE SERVICE IS AMAZING , i ' ve had different waiters and they were all nice , which is a rare thing in NYC .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:5	restaurant general	The DJ is awesome , I have been there for my birthday and a bunch of other times with friends and I keep going back .	positive	O O O O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:5	service general	The DJ is awesome , I have been there for my birthday and a bunch of other times with friends and I keep going back .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:5	food quality	The DJ is awesome , I have been there for my birthday and a bunch of other times with friends and I keep going back .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:5	food style_options	The DJ is awesome , I have been there for my birthday and a bunch of other times with friends and I keep going back .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:5	drinks style_options	The DJ is awesome , I have been there for my birthday and a bunch of other times with friends and I keep going back .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:5	drinks prices	The DJ is awesome , I have been there for my birthday and a bunch of other times with friends and I keep going back .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:5	restaurant prices	The DJ is awesome , I have been there for my birthday and a bunch of other times with friends and I keep going back .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:5	restaurant miscellaneous	The DJ is awesome , I have been there for my birthday and a bunch of other times with friends and I keep going back .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:5	ambience general	The DJ is awesome , I have been there for my birthday and a bunch of other times with friends and I keep going back .	positive	O T O O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:5	food prices	The DJ is awesome , I have been there for my birthday and a bunch of other times with friends and I keep going back .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:5	location general	The DJ is awesome , I have been there for my birthday and a bunch of other times with friends and I keep going back .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:5	drinks quality	The DJ is awesome , I have been there for my birthday and a bunch of other times with friends and I keep going back .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:6	restaurant general	You can get a table without a reservation if you get there early I they don ' t make you by bottles .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:6	service general	You can get a table without a reservation if you get there early I they don ' t make you by bottles .	positive	O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:6	food quality	You can get a table without a reservation if you get there early I they don ' t make you by bottles .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:6	food style_options	You can get a table without a reservation if you get there early I they don ' t make you by bottles .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:6	drinks style_options	You can get a table without a reservation if you get there early I they don ' t make you by bottles .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:6	drinks prices	You can get a table without a reservation if you get there early I they don ' t make you by bottles .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:6	restaurant prices	You can get a table without a reservation if you get there early I they don ' t make you by bottles .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:6	restaurant miscellaneous	You can get a table without a reservation if you get there early I they don ' t make you by bottles .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:6	ambience general	You can get a table without a reservation if you get there early I they don ' t make you by bottles .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:6	food prices	You can get a table without a reservation if you get there early I they don ' t make you by bottles .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:6	location general	You can get a table without a reservation if you get there early I they don ' t make you by bottles .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:6	drinks quality	You can get a table without a reservation if you get there early I they don ' t make you by bottles .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
TVU#6:7	restaurant general	Which lets face it . . . . at times it ' s a good thing .	N/A	O O O O O O O O O O O O O O O O O
TVU#6:7	service general	Which lets face it . . . . at times it ' s a good thing .	positive	O O O O O O O O O O O O O O O O O
TVU#6:7	food quality	Which lets face it . . . . at times it ' s a good thing .	N/A	O O O O O O O O O O O O O O O O O
TVU#6:7	food style_options	Which lets face it . . . . at times it ' s a good thing .	N/A	O O O O O O O O O O O O O O O O O
TVU#6:7	drinks style_options	Which lets face it . . . . at times it ' s a good thing .	N/A	O O O O O O O O O O O O O O O O O
TVU#6:7	drinks prices	Which lets face it . . . . at times it ' s a good thing .	N/A	O O O O O O O O O O O O O O O O O
TVU#6:7	restaurant prices	Which lets face it . . . . at times it ' s a good thing .	N/A	O O O O O O O O O O O O O O O O O
TVU#6:7	restaurant miscellaneous	Which lets face it . . . . at times it ' s a good thing .	N/A	O O O O O O O O O O O O O O O O O
TVU#6:7	ambience general	Which lets face it . . . . at times it ' s a good thing .	N/A	O O O O O O O O O O O O O O O O O
TVU#6:7	food prices	Which lets face it . . . . at times it ' s a good thing .	N/A	O O O O O O O O O O O O O O O O O
TVU#6:7	location general	Which lets face it . . . . at times it ' s a good thing .	N/A	O O O O O O O O O O O O O O O O O
TVU#6:7	drinks quality	Which lets face it . . . . at times it ' s a good thing .	N/A	O O O O O O O O O O O O O O O O O
TVU#6:8	restaurant general	In the end you end up with a fair tab and NOTHING BUT A GREAT TIME ! ! !	positive	O O O O O O O O O O O O O O O O O O O
TVU#6:8	service general	In the end you end up with a fair tab and NOTHING BUT A GREAT TIME ! ! !	N/A	O O O O O O O O O O O O O O O O O O O
TVU#6:8	food quality	In the end you end up with a fair tab and NOTHING BUT A GREAT TIME ! ! !	N/A	O O O O O O O O O O O O O O O O O O O
TVU#6:8	food style_options	In the end you end up with a fair tab and NOTHING BUT A GREAT TIME ! ! !	N/A	O O O O O O O O O O O O O O O O O O O
TVU#6:8	drinks style_options	In the end you end up with a fair tab and NOTHING BUT A GREAT TIME ! ! !	N/A	O O O O O O O O O O O O O O O O O O O
TVU#6:8	drinks prices	In the end you end up with a fair tab and NOTHING BUT A GREAT TIME ! ! !	N/A	O O O O O O O O O O O O O O O O O O O
TVU#6:8	restaurant prices	In the end you end up with a fair tab and NOTHING BUT A GREAT TIME ! ! !	positive	O O O O O O O O O O O O O O O O O O O
TVU#6:8	restaurant miscellaneous	In the end you end up with a fair tab and NOTHING BUT A GREAT TIME ! ! !	N/A	O O O O O O O O O O O O O O O O O O O
TVU#6:8	ambience general	In the end you end up with a fair tab and NOTHING BUT A GREAT TIME ! ! !	N/A	O O O O O O O O O O O O O O O O O O O
TVU#6:8	food prices	In the end you end up with a fair tab and NOTHING BUT A GREAT TIME ! ! !	N/A	O O O O O O O O O O O O O O O O O O O
TVU#6:8	location general	In the end you end up with a fair tab and NOTHING BUT A GREAT TIME ! ! !	N/A	O O O O O O O O O O O O O O O O O O O
TVU#6:8	drinks quality	In the end you end up with a fair tab and NOTHING BUT A GREAT TIME ! ! !	N/A	O O O O O O O O O O O O O O O O O O O
TVU#6:9	restaurant general	Highly recommended !	positive	O O O
TVU#6:9	service general	Highly recommended !	N/A	O O O
TVU#6:9	food quality	Highly recommended !	N/A	O O O
TVU#6:9	food style_options	Highly recommended !	N/A	O O O
TVU#6:9	drinks style_options	Highly recommended !	N/A	O O O
TVU#6:9	drinks prices	Highly recommended !	N/A	O O O
TVU#6:9	restaurant prices	Highly recommended !	N/A	O O O
TVU#6:9	restaurant miscellaneous	Highly recommended !	N/A	O O O
TVU#6:9	ambience general	Highly recommended !	N/A	O O O
TVU#6:9	food prices	Highly recommended !	N/A	O O O
TVU#6:9	location general	Highly recommended !	N/A	O O O
TVU#6:9	drinks quality	Highly recommended !	N/A	O O O
ADLT#3:0	restaurant general	One of the best , if not THE best , restaurants in Park Slope ( and NY in general )	positive	O O O O O O O O O O O O O O O O O O O O
ADLT#3:0	service general	One of the best , if not THE best , restaurants in Park Slope ( and NY in general )	N/A	O O O O O O O O O O O O O O O O O O O O
ADLT#3:0	food quality	One of the best , if not THE best , restaurants in Park Slope ( and NY in general )	N/A	O O O O O O O O O O O O O O O O O O O O
